FID,ID,Lat,Lon
797,341902,36.2903,-96.5369
798,341750,35.0489,-97.9158
799,341684,35.7061,-96.88
800,341544,34.2661,-94.7753
801,341437,34.23,-96.195
802,340908,36.7236,-102.4803
803,340292,34.1714,-97.1294
804,340256,34.2208,-95.615
805,340242,35.75,-99.1
806,340215,36.2483,-98.1883
807,340179,34.5903,-99.3344
808,340028,36.4008,-95.3
809,339422,39.9167,-82
810,339406,41.2544,-80.6739
811,339357,39.7167,-83.9667
812,339312,40.7833,-81.9167
813,339298,39.7833,-81.1
814,339211,40.15,-81.85
815,338810,38.7003,-82.4736
816,338794,39.5269,-83.4281
817,338774,41.2167,-80.8
818,338552,40.1,-83.7833
819,338539,40.8167,-83.2833
820,338020,40.3667,-80.6167
821,337698,40.2983,-84.1633
822,337559,39.9222,-81.4347
823,337179,40.6833,-84.65
824,336949,41.1333,-81.2833
825,336882,41.65,-82.8
826,336781,38.7569,-82.8872
827,336702,40.6167,-82.3333
828,336650,40.1333,-84.2333
829,336384,41.7167,-81.2167
830,336196,41.2667,-82.2167
831,335904,40.5,-81.45
832,335878,39.4667,-81.1167
833,335585,40.3833,-82.4667
834,335573,39.7333,-83.2833
835,335398,40.3486,-82.0908
836,335315,40.7167,-80.9
837,335297,40.55,-81.9167
838,334979,40.2411,-83.3669
839,334942,40.6167,-83.1333
840,334865,40.8203,-82.5178
841,334789,41.7,-84.0667
842,334681,39.8833,-83.45
843,334672,39.5292,-82.385
844,334551,40.7247,-84.1294
845,334473,40.4667,-81.2
846,334459,39.3689,-84.2394
847,334189,40.6489,-83.6061
848,333758,39.2,-83.6167
849,333421,41.0183,-84.4725
850,333375,40.1,-84.65
851,333356,39.3542,-83.4056
852,333042,40.3833,-82.4
853,333021,40.7167,-82.8
854,332905,41.15,-83.4333
855,332651,39.35,-84.5833
856,332512,41.45,-84.7333
857,332485,39.7347,-84.6336
858,332305,39.6333,-80.8833
859,332272,40.5667,-81.4167
860,332205,40,-82.0833
861,332098,41.2833,-84.3833
862,332090,39.6253,-83.2128
863,332075,39.9061,-84.2186
864,331905,40.3667,-81.8
865,331818,41.9833,-80.5667
866,331786,39.9914,-82.8808
867,331770,40.8833,-80.6833
868,331657,41.405,-81.8528
869,331592,39.6106,-82.9547
870,331581,39.1,-84.5167
871,331541,41.0517,-81.9361
872,331536,38.7983,-84.1731
873,331528,39.3744,-83.0036
874,331466,40.74,-82.3569
875,331404,40.3,-82.65
876,331259,40.7667,-81.3833
877,331197,40.0167,-81.5833
878,331113,41.4667,-81.1667
879,331042,41.4619,-84.5272
880,330639,41.0333,-81.0167
881,330493,40.6333,-81.5667
882,330107,40.955,-81.1169
883,330059,41.15,-81.5667
884,329455,47.1603,-100.7892
885,329219,46.0233,-101.5664
886,328057,47.8333,-99.1167
887,327844,48.945,-98.9947
888,327585,47.4981,-101.375
889,327530,46.8886,-102.3192
890,326947,48.9711,-97.2417
891,326535,49,-102.2667
892,326155,46.3719,-102.3164
893,326105,46.7006,-98.5839
894,325993,48.1803,-101.2964
895,325833,47.3333,-99.0333
896,325720,48.5969,-102.9283
897,324823,48.7,-100.7
898,324413,46.9258,-98.6692
899,324343,47.35,-100.0167
900,324186,46.25,-102.6833
901,324178,45.9925,-102.6442
902,323621,47.9217,-97.0981
903,323616,47.9428,-97.1839
904,322859,46.9253,-96.8111
905,322482,46.3694,-98.7661
906,322188,46.8911,-102.8111
907,322183,46.7994,-102.7972
908,322158,48.1069,-98.8417
909,322018,46.8661,-99.7492
910,321435,48.8628,-97.7014
911,321362,47.5089,-99.1211
912,321052,46.3797,-100.9408
913,320995,46.1825,-103.4061
914,320819,46.7825,-100.7572
915,320492,47.9197,-100.5669
916,320189,48.9975,-103.4878
917,319675,36.1306,-80.5481
918,319476,35.6939,-77.9456
919,319457,34.2683,-77.9061
920,319191,36.4333,-77.6
921,318216,35.6167,-83.2
922,317850,35.2667,-81.55
923,317319,36.4783,-77.6717
924,317079,35.7944,-78.6989
925,317069,35.8706,-78.7864
926,316891,35.1739,-79.0089
927,316261,36.0731,-80.9775
928,316231,35.7,-82.3333
929,315945,35.4117,-80.4308
930,315830,34.7333,-76.7333
931,315814,35.6,-80.8333
932,315402,35.8167,-82.95
933,314970,35.8458,-80.2597
934,314860,34.7508,-79.4664
935,314764,35.4206,-82.1881
936,314649,36.0167,-75.6667
937,314136,35.2333,-76.6
938,313957,36.5631,-81.5039
939,313925,35.3,-82.9167
940,313630,36.0975,-79.9436
941,313017,35.0583,-78.8583
942,312732,34.6267,-78.5783
943,312719,36.3097,-76.205
944,312631,36.4742,-79.7433
945,312388,36.4119,-80.7192
946,312230,36.3,-80.4
947,311690,35.2225,-80.9542
948,311564,35.6167,-83.1
949,311458,35.2322,-75.6225
950,311241,36.1278,-79.4069
951,311159,35.4333,-83.45
952,310967,36.0694,-81.3517
953,310909,35.35,-82.3667
954,310438,35.4592,-80.1828
955,310300,35.4358,-82.5392
956,309670,41.2664,-73.7975
957,309576,41.0167,-73.85
958,309442,42.35,-75.9667
959,309400,41.0167,-73.7333
960,309072,42.1172,-77.9475
961,309000,43.9761,-75.8753
962,308944,44.1481,-74.9003
963,308910,42.7417,-78.5097
964,308839,43.0044,-77.4472
965,308720,40.8706,-72.8914
966,308586,42.9464,-74.2886
967,308503,43.85,-73.4167
968,308498,42.2,-77.3333
969,308403,42.1833,-74.15
970,308383,43.1092,-76.1033
971,308290,43.8389,-76.2675
972,308248,43.9,-75.0367
973,308058,42.7167,-78.6
974,307799,42.0124,-74.4159
975,307780,42.9461,-76.4314
976,307633,40.9586,-73.1047
977,307514,42.8,-73.9167
978,307497,40.9833,-73.8
979,307484,43.0333,-73.8167
980,307400,42.1506,-78.7203
981,307398,42.1581,-78.7217
982,307167,43.1167,-77.6767
983,307134,40.9619,-72.7158
984,307035,41.8847,-73.8686
985,306839,42.3281,-74.4422
986,306825,41.7167,-73.9333
987,306820,41.7267,-73.92
988,306768,40.95,-73.0667
989,306685,42.6167,-75.6
990,306674,41.1314,-73.7758
991,306623,43.4614,-74.5231
992,306464,42.8667,-77.9833
993,306314,43.4617,-76.4928
994,306184,43.7025,-74.9839
995,306119,41.5,-74.65
996,305821,40.6333,-74.1167
997,305811,40.7792,-73.88
998,305806,40.85,-73.9167
999,305803,40.6386,-73.7622
1000,305801,40.7889,-73.9669
1001,305682,42.2411,-76.1728
1002,305618,40.9,-73.8333
1003,305604,42.45,-76.3667
1004,305597,42.7314,-77.9053
1005,305435,41.6167,-74.8167
1006,305346,41.95,-73.5167
1007,305134,44.9358,-74.8458
1008,305072,42.9833,-76.3833
1009,304912,43.7975,-75.4817
1010,304613,40.9333,-73.75
1011,304555,44.2444,-73.9855
1012,304473,42.4167,-74.8
1013,304207,42.1183,-79.1525
1014,304174,42.45,-76.45
1015,304102,43.755,-74.2692
1016,304025,42.25,-73.8
1017,303983,42.35,-77.7
1018,303979,42.2333,-77.05
1019,303970,43.3117,-74.2478
1020,303184,42.8778,-77.0303
1021,303033,42.4494,-79.2286
1022,302582,41.7167,-74.4
1023,302530,42.7669,-75.2344
1024,302526,42.6833,-75.25
1025,302454,42.3333,-75.2333
1026,302277,42.9,-77.4333
1027,302129,41.0072,-73.8344
1028,301987,42.4667,-74.8
1029,301949,41.0167,-72.5
1030,301466,42.1667,-75.4
1031,301265,42.95,-76.7333
1032,301207,41.4333,-73.6833
1033,301185,44.5772,-75.1097
1034,301012,42.9408,-78.7358
1035,300862,40.7833,-73.25
1036,300785,43.4394,-75.3711
1037,300766,42.1225,-78.2064
1038,300687,42.2078,-75.9814
1039,300443,43.0303,-78.1692
1040,300331,42.7333,-76.65
1041,300270,42.2667,-76.6333
1042,300047,42.6461,-73.7472
1043,300042,42.7431,-73.8092
1044,299897,35.1,-108.7833
1045,299686,32.7817,-106.1747
1046,299265,33.2833,-104.6167
1047,299156,35.2,-103.6833
1048,298518,35.1672,-105.9608
1049,298501,36.3661,-104.5936
1050,298085,35.6194,-105.9753
1051,297827,35.0833,-107.6
1052,297736,32.8,-105.5667
1053,297609,33.4,-104.5333
1054,297534,31.8333,-109.0333
1055,297423,33.75,-107.2167
1056,297346,36.1833,-106.95
1057,297283,36.75,-104.5
1058,297254,34.15,-105
1059,297094,34.4167,-105.8833
1060,296435,32.3789,-106.0911
1061,296275,36.2,-105.0667
1062,295834,35.1667,-107.0167
1063,295754,32.9325,-108.0142
1064,294719,35.0333,-107.4
1065,294426,32.6167,-106.7333
1066,294366,35.3833,-106.5333
1067,294112,32.8167,-104.7333
1068,294089,33.3803,-105.2544
1069,294009,32.9236,-107.5628
1070,293265,32.7939,-108.1517
1071,293225,32.4333,-107.4833
1072,293142,36.7,-108.25
1073,292837,36.6,-106.7333
1074,292700,36.3908,-105.2628
1075,292665,34.4667,-105.4
1076,292510,35.1833,-105.05
1077,292436,32.25,-107.7333
1078,292241,36.0106,-106.9683
1079,292219,35.6833,-108.15
1080,292203,33.5167,-103.3333
1081,292030,35.4072,-104.1906
1082,292024,31.8333,-107.6333
1083,291982,35.6414,-106.3322
1084,291939,34.3667,-103.2
1085,291887,36.45,-103.15
1086,291840,33.9,-105
1087,291515,33.6308,-105.8964
1088,291469,32.4306,-104.2456
1089,291446,33.35,-103.6333
1090,291286,32.9,-107.3
1091,291138,33.7667,-106.9
1092,291018,35.1,-108.7833
1093,290935,35.1567,-106.7296
1094,290903,35.3333,-106.5333
1095,290890,35.1906,-106.4956
1096,290880,35.1506,-106.5717
1097,290818,33.4167,-108.1167
1098,290640,34.075,-107.6211
1099,290600,32.7747,-104.3881
1100,290417,31.9378,-108.7686
1101,290234,35.0422,-106.6064
1102,290199,32.9183,-105.9467
1103,290041,36.2333,-106.4333
1104,289761,40.2378,-74.5861
1105,289271,40.6622,-74.4164
1106,289187,41.0444,-74.2933
1107,288880,40.2714,-74.7919
1108,288423,40.6964,-74.3364
1109,287393,40.6006,-74.2569
1110,286146,40.9611,-74.0158
1111,286055,40.4719,-74.4364
1112,286026,40.7158,-74.1694
1113,285866,39.9883,-74.8047
1114,285576,39.4,-75.05
1115,284887,40.8858,-74.2261
1116,283291,39.7358,-75.0953
1117,281351,38.9536,-74.9358
1118,280311,39.4494,-74.5672
1119,279726,42.7667,-72.3667
1120,278972,43.0847,-71.7383
1121,278885,43.9097,-71.8878
1122,278539,42.9967,-72.3128
1123,276856,45.0467,-71.3836
1124,276818,44.2574,-71.2538
1125,276550,42.9453,-72.2369
1126,276234,44.75,-71.6303
1127,275712,42.7914,-71.4736
1128,275639,44.2698,-71.3037
1129,275013,42.8942,-71.9842
1130,273850,43.7033,-72.2847
1131,272842,44.7889,-71.1231
1132,272174,43.15,-70.95
1133,271950,43.0908,-71.8678
1134,270741,43.3167,-71.7167
1135,270493,44.1511,-71.9681
1136,269234,39,-119.1667
1137,269171,40.9667,-117.7167
1138,268988,41.1006,-114.9736
1139,268977,38.75,-119.3667
1140,268838,39.6911,-119.2903
1141,268822,39.0747,-119.1189
1142,268170,38.0603,-117.0872
1143,267908,38.4236,-115.0228
1144,267640,39.0403,-116.1989
1145,267620,38.7839,-117.1742
1146,267612,38.8822,-119.3511
1147,267397,40.9,-115.3167
1148,267369,35.4661,-114.9217
1149,266630,38.45,-116.1667
1150,265880,37.2692,-115.1197
1151,265869,41.95,-116.1
1152,265441,39.3422,-119.8636
1153,265362,37.9667,-118.3167
1154,265191,38.9547,-119.7758
1155,264651,36.6167,-114.4833
1156,264527,41.5172,-118.7192
1157,264436,36.0833,-115.1667
1158,264086,40.45,-115.65
1159,263515,38.55,-118.6667
1160,262573,40.825,-115.7917
1161,262477,39.3,-117.8833
1162,261905,41.7706,-114.7528
1163,260961,38.3833,-116.2167
1164,260718,36.995,-116.7183
1165,260691,40.6167,-116.8667
1166,260507,39.4961,-117.0719
1167,259095,40.9167,-96.2333
1168,259090,40.8639,-96.1414
1169,258836,42.55,-98.2
1170,258510,41.9792,-100.5747
1171,258025,41.6031,-98.3483
1172,257835,41.1,-102.9833
1173,257685,41.6678,-96.6689
1174,257665,41.8706,-103.5931
1175,257305,42.0667,-96.5
1176,256720,42.1958,-97.5206
1177,256630,42.1153,-96.7058
1178,256575,40.0667,-96.0833
1179,256386,41.4953,-102.1844
1180,256290,42.4594,-98.6564
1181,256260,41.3536,-96.0233
1182,256065,41.1214,-100.6694
1183,255362,41.1431,-96.4808
1184,255312,40.2156,-100.6294
1185,255112,41.2628,-96.6581
1186,255040,42.8294,-98.4583
1187,254795,40.8333,-96.7333
1188,253803,41.6733,-96.2164
1189,253735,40.175,-97.5903
1190,253620,42.6544,-104.0467
1191,253595,40.0892,-99.2133
1192,253469,41.13,-96.1989
1193,253395,40.9611,-98.3136
1194,253185,41.4514,-97.7644
1195,253037,40.0967,-98.9456
1196,252655,40.6997,-99.38
1197,252442,40.7261,-96.0275
1198,252225,40.1164,-95.7567
1199,252205,41.2492,-97.1328
1200,252100,40.6742,-100.4936
1201,252010,41.7103,-97.3697
1202,251575,42.8083,-103.0533
1203,251450,40.6944,-99.7008
1204,251345,41.7769,-99.1433
1205,251200,41.4083,-99.675
1206,250865,41.0469,-102.1467
1207,250777,41.3686,-96.095
1208,250622,40.2994,-96.75
1209,250580,42.58,-99.54
1210,250385,41.2481,-98.7989
1211,250260,42.0686,-102.5844
1212,250245,41.5975,-99.8258
1213,250180,42.2342,-98.9156
1214,250050,42.5522,-99.8556
1215,238880,36.7425,-91.8347
1216,238827,38.8128,-90.8561
1217,238754,36.8581,-92.5875
1218,238746,38.5425,-90.9719
1219,238700,36.9231,-90.2836
1220,238620,38.2017,-91.9811
1221,238609,37.7119,-91.1328
1222,238524,38.9483,-94.3969
1223,238498,37.2333,-91.8833
1224,238444,40.0825,-93.6086
1225,238289,40.4344,-95.3883
1226,238171,38.2147,-91.1528
1227,238063,39.4,-93.7667
1228,238051,39.9714,-91.8872
1229,238003,40.22,-94.5444
1230,237967,36.9839,-94.5356
1231,237960,38.8667,-92.8333
1232,237813,40.2867,-95.0828
1233,237506,37.6331,-91.5364
1234,237455,38.7525,-90.3736
1235,237452,38.6308,-90.2707
1236,237435,39.7736,-94.9067
1237,237265,37.95,-91.8333
1238,237263,37.9572,-91.7758
1239,237214,37.5,-92.1333
1240,237130,40.3842,-93.9414
1241,237122,38.15,-90.8333
1242,237114,39.3328,-93.98
1243,236777,37.905,-93.3169
1244,236633,39.4333,-91.6667
1245,236563,40.0147,-94.1294
1246,236460,36.6597,-93.1261
1247,236438,38.35,-91.5
1248,236402,38.0492,-93.7036
1249,235987,37.8394,-94.3736
1250,235834,37.1528,-92.2636
1251,235754,38.5333,-93.2167
1252,235671,39.4194,-92.4369
1253,235562,39.1244,-91.4142
1254,235415,38.95,-91.9
1255,235307,37.3339,-92.9097
1256,235298,39.1342,-93.2225
1257,235207,36.5994,-89.9894
1258,235130,40.4892,-91.8781
1259,235121,40.4667,-93.3
1260,235027,37.3908,-93.9489
1261,234978,39.8833,-93.1833
1262,234825,37.685,-92.6936
1263,234694,38.2044,-92.6208
1264,234549,40.1,-92.55
1265,234379,39.0333,-94.5833
1266,234301,37.3656,-90.3631
1267,234273,38.5039,-90.28
1268,234271,38.5833,-92.1833
1269,233999,36.0436,-90.1114
1270,233940,36.6167,-93.2333
1271,233849,38.4844,-92.5881
1272,233835,39.2414,-92.5067
1273,233641,40.3167,-93.35
1274,233601,39.7233,-91.3719
1275,233369,40.4861,-94.4139
1276,233300,39.6333,-94.6
1277,233219,39.1753,-94.5936
1278,233079,38.8581,-91.93
1279,232809,37.7922,-90.4103
1280,232568,38.8681,-94.0353
1281,232547,37.2333,-90.97
1282,232318,40.4822,-92.3636
1283,231791,38.8169,-92.2183
1284,231790,38.9667,-92.3667
1285,231674,37.1319,-90.7756
1286,231640,39.3731,-90.9053
1287,231383,36.6728,-93.8578
1288,231283,39.0031,-90.6886
1289,231156,39.5833,-92.8167
1290,230539,37.69,-90.78
1291,230151,38.35,-94.5833
1292,230127,36.63,-91.3044
1293,230088,37.1528,-91.4439
1294,230022,37.0956,-89.9058
1295,229860,32.9028,-90.3817
1296,229617,30.7975,-89.6892
1297,229216,32.3567,-90.8444
1298,229079,34.3803,-89.5358
1299,229048,31.08,-90.0603
1300,229003,34.2667,-88.7697
1301,227820,34.12,-89.2947
1302,227815,34.3961,-89.7903
1303,227714,31.3719,-90.2986
1304,227592,32.1003,-89.0508
1305,227467,34.7356,-88.9486
1306,227276,32.1419,-89.5539
1307,227132,31.985,-90.9719
1308,226811,32.3161,-89.7994
1309,226721,30.35,-88.5667
1310,226718,30.3964,-88.4781
1311,226400,33.0044,-89.0631
1312,225776,32.3347,-88.7442
1313,225704,31.4664,-90.885
1314,225361,33.1544,-88.5586
1315,225247,33.1353,-89.0711
1316,225062,33.1383,-90.0628
1317,224966,31.1494,-88.555
1318,224472,32.3206,-90.0778
1319,224265,33.9278,-89.0083
1320,224001,34.6261,-89.1825
1321,223650,33.8056,-89.7711
1322,223645,33.8803,-89.7842
1323,223614,33.5167,-90.1833
1324,223107,32.3186,-89.4858
1325,222896,33.5625,-89.2356
1326,222281,32.7656,-88.7444
1327,221962,34.9175,-88.5228
1328,221900,32.4608,-89.2708
1329,221852,31.6419,-89.5572
1330,221743,33.7942,-90.7128
1331,221707,34.1864,-90.5572
1332,221389,32.6714,-90.0361
1333,220955,34.6686,-88.57
1334,220797,30.4375,-89.0278
1335,220237,34.7497,-90.1336
1336,220021,33.8297,-88.5214
1337,219170,43.645,-95.5803
1338,218947,45.8619,-96.565
1339,218679,48.8947,-95.33
1340,218543,47.5,-92.55
1341,218323,44.2394,-95.6308
1342,218235,48.4867,-95.9536
1343,217941,43.6933,-92.3925
1344,217917,43.6125,-91.6222
1345,217602,43.6303,-94.7744
1346,217460,46.7953,-93.3211
1347,217294,45.5433,-94.0514
1348,217184,43.8053,-91.75
1349,217004,43.9042,-92.4917
1350,216795,47.8769,-95.0161
1351,216612,47.2508,-93.5861
1352,216228,46.2147,-96.1783
1353,216166,46.0675,-93.6672
1354,215987,44.4761,-93.1486
1355,215298,46.9833,-92.7333
1356,214937,43.6658,-96.2022
1357,214793,45.9933,-94.3508
1358,214721,44.4697,-93.9025
1359,214652,47.2467,-94.2228
1360,214453,43.7019,-95.1517
1361,214026,48.5614,-93.3981
1362,213962,44.9089,-94.3675
1363,213863,46.4675,-92.3903
1364,213793,45.9919,-92.9928
1365,213587,46.8833,-96.25
1366,213417,48.1603,-90.8842
1367,213296,47.9708,-89.6906
1368,213202,44.9908,-93.3989
1369,212964,46.7336,-95.7064
1370,212543,47.9239,-91.8586
1371,212248,46.8369,-92.1833
1372,212166,44.0419,-92.8814
1373,211857,48.2667,-92.4667
1374,211812,45.2333,-96.1667
1375,211263,44.7183,-96.2697
1376,211227,45.5506,-93.1264
1377,211107,45.1969,-93.84
1378,210973,46.2681,-96.5914
1379,210754,47.7,-93.55
1380,210746,48.1969,-93.7994
1381,210157,43.8836,-94.1667
1382,210112,45.8686,-95.3942
1383,209218,42.2475,-83.6253
1384,208559,46.4792,-89.9322
1385,208443,43.3656,-83.5828
1386,208417,45.1703,-84.4397
1387,208293,46.1989,-85.0728
1388,207880,46.1833,-86.4667
1389,207828,43.2908,-85.0922
1390,207419,43.7319,-83.4592
1391,207366,46.4794,-84.3572
1392,206658,42.6389,-83.2556
1393,206300,43.0161,-84.18
1394,206215,46.8561,-89.3119
1395,205816,46.3133,-85.5106
1396,205567,43.4614,-86.4175
1397,205452,42.5794,-83.6844
1398,205178,46.5456,-87.3794
1399,204954,43.9067,-86.3942
1400,204641,42.7803,-84.5789
1401,204328,46.4864,-88.8917
1402,204320,43.1994,-85.7717
1403,204244,42.2833,-85.6
1404,204239,42.3,-85.6167
1405,204150,42.2597,-84.4594
1406,204090,45.7858,-88.0842
1407,203947,42.5936,-83.9322
1408,203936,44.3592,-84.6739
1409,203551,47.2333,-88.6167
1410,203516,46.2864,-87.4511
1411,203333,42.8825,-85.5239
1412,203295,43.0608,-86.2047
1413,203170,43.9758,-84.4908
1414,202846,42.9667,-83.7494
1415,202784,44.55,-85.4167
1416,202395,42.6742,-84.485
1417,202103,42.2314,-83.3308
1418,202102,42.4072,-83.0083
1419,202094,45.9983,-83.9014
1420,201780,47.4675,-87.8669
1421,201704,42.2333,-86.3167
1422,201680,41.94,-85.0183
1423,201675,41.9622,-84.9925
1424,201492,45.6528,-84.4725
1425,201486,46.3414,-86.9242
1426,201133,43.2,-83.05
1427,201088,46.5436,-89.1839
1428,200766,46.8864,-87.8639
1429,200735,41.9647,-86.4369
1430,200662,44.9758,-85.1981
1431,200632,43.8797,-84.4742
1432,200485,46.7833,-88.4833
1433,200230,42.2947,-83.7108
1434,200164,45.0717,-83.5644
1435,200128,42.5797,-85.7894
1436,200098,44.5667,-83.8
1437,199923,42.2706,-71.8731
1438,196783,42.5242,-71.1264
1439,196681,42.05,-70.1833
1440,196322,42.5333,-72.1833
1441,195251,41.6764,-70.9583
1442,195159,41.2531,-70.0608
1443,194875,42.094,-72.3136
1444,193985,42.291,-72.8595
1445,193821,41.665,-70.3039
1446,192501,41.3853,-70.5181
1447,192107,42.1103,-72.1269
1448,190998,42.1164,-71.9075
1449,190840,41.9539,-70.9572
1450,190770,42.3606,-71.0106
1451,190666,42.6325,-72.1233
1452,190510,42.3167,-73.1167
1453,190408,42.4283,-72.0275
1454,189030,39.45,-77.1833
1455,186844,39.6333,-76.7
1456,186408,39.6333,-79.1167
1457,185201,38.3167,-76.6667
1458,184030,39.6969,-78.1775
1459,183795,39.7,-79.15
1460,181995,38.9833,-76.95
1461,181530,39.6453,-77.4831
1462,180705,39.0167,-76.95
1463,180700,39.0303,-76.9314
1464,180470,39.2833,-76.6167
1465,180015,39.4717,-76.1697
1466,179593,44.1925,-69.1461
1467,176905,43.6497,-70.3003
1468,176430,44.8992,-68.6744
1469,175347,45.2564,-69.01
1470,175304,45.6503,-68.705
1471,174086,45.6233,-70.255
1472,173944,46.2061,-67.8417
1473,173353,45.4667,-69.5833
1474,173250,46.1411,-68.7906
1475,172878,47.2386,-68.6136
1476,172700,45.2172,-70.4825
1477,171472,46.6108,-69.5231
1478,170275,44.3156,-69.7972
1479,170200,47.0886,-69.025
1480,170100,44.3739,-68.2592
1481,169803,31.9622,-92.6561
1482,169357,31.5653,-91.4331
1483,168539,30.265,-89.7697
1484,168440,32.4472,-93.8239
1485,168067,32.5014,-92.6547
1486,167932,29.7286,-92.8181
1487,167738,32.4219,-93.6381
1488,166978,31.8922,-92.2422
1489,166664,29.9167,-90.1303
1490,166660,29.9933,-90.2511
1491,166582,31.7722,-93.0956
1492,166394,29.6833,-91.1761
1493,166324,31.6667,-92.9
1494,166305,32.4667,-92.1167
1495,166244,32.6053,-93.2947
1496,165620,30.3644,-91.1672
1497,165522,31.9672,-94.0003
1498,165266,31.1417,-93.2397
1499,165078,30.1247,-93.2283
1500,164816,32.355,-93.8619
1501,164700,30.2003,-92.6642
1502,164100,31.7833,-91.8167
1503,164030,30.5031,-90.3772
1504,163807,29.2339,-89.9961
1505,158719,37.8014,-85.1131
1506,157677,36.6667,-84.4833
1507,157473,38.3333,-85.2861
1508,157129,37.75,-83.0833
1509,157096,37.5833,-85.35
1510,156357,37.4833,-82.5167
1511,156170,38.2047,-84.2392
1512,156117,37.05,-88.55
1513,156091,37.7667,-87.15
1514,156012,38.3422,-83.1036
1515,155684,37.3347,-85.9503
1516,155370,37.5333,-82.3833
1517,155301,38.6,-84.2667
1518,155243,38.6869,-83.7872
1519,155067,37.3467,-87.5244
1520,155002,36.8833,-86.0333
1521,154955,38.2833,-85.8
1522,154954,38.1811,-85.7392
1523,154948,38.125,-82.6947
1524,154882,37.85,-84.0333
1525,154755,37.2508,-84.9328
1526,154202,37.5914,-83.3144
1527,153741,37.55,-83.7667
1528,153709,37.25,-83.2
1529,153203,38.4169,-84.8819
1530,152979,37.6372,-86.7206
1531,152908,38.4167,-83.75
1532,152358,37.5806,-86.7769
1533,151980,37.7056,-86.2214
1534,151855,39.0431,-84.6717
1535,151345,38.6583,-85.1456
1536,151120,37.2167,-82.5833
1537,151080,37.35,-83.3833
1538,150611,36.8581,-88.3364
1539,150381,36.8825,-83.8819
1540,148535,38.9011,-101.5831
1541,148427,38.8333,-95.1833
1542,148250,39.8283,-95.0881
1543,148235,38.4661,-101.7758
1544,148191,37.7417,-95.9333
1545,148167,39.0689,-95.6389
1546,147965,37.3797,-98.9192
1547,147809,38.7694,-94.6683
1548,147420,38.9933,-94.7147
1549,147248,39.7989,-97.7736
1550,147073,39.9,-95.9
1551,146725,38.55,-95.95
1552,146498,38.6456,-95.5656
1553,145888,39.1128,-100.9453
1554,145852,39.8114,-99.9386
1555,145787,39.8133,-100.2411
1556,145483,39.3769,-100.0719
1557,145210,38.5039,-95.7033
1558,145063,39.8383,-96.6364
1559,145039,38.3778,-97.0753
1560,144341,37.0175,-98.49
1561,144178,38.6078,-97.9597
1562,143997,39.6611,-98.3483
1563,143984,37.9233,-95.4242
1564,143810,39.6703,-95.5225
1565,143665,39.36,-99.8292
1566,143554,38.6003,-100.6197
1567,143527,38.8586,-99.3358
1568,143441,38.3306,-95.3783
1569,143366,37.9697,-97.5547
1570,143153,39.3706,-101.6986
1571,142938,38.6511,-98.9719
1572,142872,39.7067,-96.4186
1573,142432,37.0058,-101.8867
1574,142430,37.2775,-95.7769
1575,142164,37.7686,-99.9678
1576,142135,38.5656,-96.8483
